"Version","Class","Domain","Data Collection Scenario/Implementation Option","Variable Order","CDASHIG Variable","CDASHIG Variable Label","DRAFT CDASHIG Definition","Question Text","Prompt","Type","CDASHIG Core","Case Report Form Completion Instructions","SDTMIG Target","Mapping Instructions","CDISC CT Codelist Code(s), Subset Codes(s)","Codelist Submission Value","Implementation Notes"
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","9","PCDAT","PK Sample Collection Date","The date of PK sample collection or the start date of PK sample collection over a period of time (protocol-defined time-point range), represented in an unambiguous date format (e.g., DD-MON-YYYY).","What was the date of the PK sample collection?","Collection Date","Char","HR","Record the date when PK sample collection occurred using this format (DD-MON-YYYY). If left blank, ""PCDATFL"" for this specimen must be populated (or ""PCPERF"" must be flagged to indicate this sample was not collected).","PCDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PCDTC in ISO 8601 format.","","","A complete date is expected. The date of collection may be determined from the date of visit (VISDAT); if so, a separate assessment date field is not required. The SDTMIG PCDTC variable contains either a date/time when a specimen is collected at a point in time or the start date/time, when a specimen is collected over time."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","10","PCDATFL","PK Sampling Date Flag","Flag indicating that the PK date (or start date) is the same as the previous specimen collection date (or start date).","Was the specimen/sample collected on the same date as the [last/previous specimen/sample] [collected/collection ended]?","Same as Previous (Specimen/Sample Collection End) Date","Char","O","Select when the date of this specimen collection is the same as the date of the previous specimen collected. If left blank, ""PCDAT"" for this specimen must be populated. (or ""PCPERF"" must be flagged to indicate this sample was not collected)","","Does not map to an SDTMIG variable. The SDTM annotated CRF indicates that this field is NOT SUBMITTED.","","","When a series of specimens are collected on a single form, this field is tied to the collection date to allow for the flag to be used as a surrogate for the date field. Its selection means that the date of this specimen is the same as the date of the last specimen collected (in the series). This variable may be used when collecting PK data and re-entering dates is more cumbersome than selecting the checkbox."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","11","PCTIM","PK Sample Collection Time","The time of PK sample collection or start time for a specimen collected over a period of time (protocol-defined time-point range), represented in an unambiguous time format (e.g., hh:mm:ss).","What was the time of the PK sample collection?","Collection Time","Char","HR","Record time of collection (as complete as possible).","PCDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PCDTC in ISO 8601 format.","","","A complete time is expected. The SDTMIG PCDTC variable contains either a date/time, when a specimen is collected at a point in time, or the start date/time, when a specimen is collected over time."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","12","PCTPT","PK Sampling Planned Time Point Name","A text description of planned time points when measurements should be taken, as defined in the protocol.","What was the planned time point of the PK sample collection?","[Planned Time Point Name]","Char","R/C","Record the planned time-point labels for the PK sample collection, if not preprinted on the CRF. Note: Planned time points are often described as relative to the dosing of the study drug.","PCTPT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. See the SDTMIG for additional information on representing time points. The SDTMIG time-point anchors PCTPTREF (text description) and PCRFTDTC (date/time) may be needed, as well as SDTMIG variables PCTPTNUM, PCELTM.","","","Planned time points are needed to differentiate multiple sequential assessments. It is recommended that time points should be preprinted on the CRF rather than collected in a free-text field. If the form is laid out as a grid, then terms such as ""Planned Time Point"" can be included in the column heading."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","13","PCFAST","PK Sampling Fasting Status","An indication that the subject has abstained from food/water for the specified amount of time.","Was the subject fasting?","Fasting","Char","R/C","Record whether the subject was fasting prior to the test being performed.","PCFAST","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C66742","NY","Results may be affected by whether the subject was fasting. Some study treatments may have a food effect, and it is important to know whether the dose was taken after the subject had fasted."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","14","PCCOND","PK Sampling Test Condition Met","Indication of whether the testing conditions defined in the protocol were met (e.g., low-fat diet).","Were the protocol-defined testing conditions met?","Test Condition Met","Char","R/C","Record whether protocol-defined testing conditions were met.","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPPC dataset as the value of SUPPPC.QVAL where SUPPPC.QNAM =""PCCOND"" and SUPP.PCLABEL= ""Test Condition Met"". Refer to the current SDTM and SDTMIG for instructions on placement of non-standard variables in SDTM domains.","C66742","NY","This information is collected when the test results may be affected by whether conditions for testing were properly met. The specific testing conditions required should be preprinted on the CRF (e.g., ""Did subject meet diet requirements?""). This may not be relevant for all tests. Examples of conditions imposed may include calorie fast, fluid fast, high-fat meal, low-fat meal, and exercise."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","15","PCREFID","PK Sampling Reference ID","An internal or external identifier (e.g., specimen identifier).","What was the (PK) [reference identifier/accession number]?","(PK) [Reference Identifier/Accession Number]","Char","O","Record the specimen or accession number assigned.","PCREFID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.","","","This can be used to reconcile CRF data. May be included for linking back to specimens (e.g., Specimen ID)."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","16","PCSPEC","PK Sampling Specimen Type","The type of specimen used for a PK sample.","What was the specimen (material) type?","[Specimen Type]","Char","HR","Record the specimen material type, if not preprinted on the CRF.","PCSPEC","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C78734","SPECTYPE","The type of specimen used for a measure. Should be collected if not available elsewhere, or if required to differentiate multiple specimens."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","17","PCTEST","PK Sampling Test Name","Descriptive name of the analyte or specimen characteristics used to obtain the PK measurement or finding.","What was the test name?","[Test Name]","Char","O","Record the name of the measurement or finding, if not preprinted on the CRF. If collected on the CRF, the sponsor may provide additional instructions to ensure the data is entered as intended.","PCTEST; PCTESTCD","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. The SDTMIG variable PCTESTCD may be determined from the value collected in PCTEST. The SDTMIG variables PCTESTCD and PCTEST are required in the SDTM submission datasets. Use appropriate CDISC Controlled Terminology for the test and test code.","","","Sponsors typically collect tests related to the specimen characteristics on the CRF (e.g., volume, pH). Results for tests on an analyte (e.g., concentration) would typically be populated when creating SDTM-based datasets. If the analyte test results are collected on the CRF, the test would be the analyte name. It is recommended that the test names be preprinted on the CRF rather than collected in a free-text field. If the form is laid out as a grid, then words such as ""Test"" can be included in the column heading."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","18","PCORRES","PK Sampling Result in Original Units","Result of the measurement or finding as originally received or collected.","What was the result of the test?","(Result)","Char","O","Record the test result, interpretation, or finding.","PCORRES","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Should be preprinted on the CRF with the associated test when possible, rather than collected in a free-text field."
"CDASHIG v2.3","Findings","PC","PK Sample Collection at Fixed Time Points","19","PCORRESU","PK Sampling Original Units","The unit of the result as originally received or collected.","What was the unit of the result?","Unit","Char","O","Select the original unit in which these data were collected, or record if not preprinted on CRF.","PCORRESU","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C71620","UNIT","Should be preprinted on the CRF with the associated test when possible, rather than collected in a free-text field."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","1","STUDYID","Study Identifier","A unique identifier for a study.","What is the study identifier?","[Protocol/Study]","Char","HR",,"STUDYID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or in the EDC system. This field can be included in the database or populated during SDTM-based dataset creation before submission."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","2","SITEID","Study Site Identifier","A unique identifier for a site within a study.","What is the site identifier?","Site (Identifier)","Char","HR",,"SITEID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically preprinted in the header of each CRF page for single-site studies. For studies with multiple sites, this field may be left blank so that the number can be recorded by the site, or it may be preprinted on the CRFs that are shipped to each site. \n EDC: This should be prepopulated."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","3","SUBJID","Subject Identifier for the Study","A unique subject identifier within a site and a study","What is the subject identifier?","Subject","Char","HR","Record the identifier for the subject.","SUBJID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically recorded in the header of each CRF page. EDC: The subject identifiers may be system-generated. This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is populated only in the SDTMIG DM domain. For more information, refer to the SDTMIG."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","4","VISIT","Visit Name","The name of a clinical encounter that encompasses planned and unplanned trial interventions, procedures, and assessments that may be performed on a subject","What is the visit name?","[Visit]","Char","R/C",,"VISIT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","The name of the clinical encounter is typically preprinted on the CRF or displayed within the EDC for any visit-based data collection, most often in Findings domains. This Visit text description is then available in any EDC data extract for that Findings domain."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","5","VISDAT","Visit Date","Date the clinical encounter occurred (or started)","What [is/was] the date of the visit?","(Visit) Date","Char","R/C","Record the [date/start date] of the visit using this format (DD-MON-YYYY).","","This field is not an SDTM variable. The date of a measurement, test, or observation can be determined from the date/time of visit (VISDAT/VISTIM) and then concatenating the CDASH VISDAT/VISTIM components and populating the SDTMIG variable PCDTC in ISO 8601 format.","","","The date the PK samples were collected can be determined from the visit date variable (VISDAT) and applying that date to all of the PK samples at that visit, or the collection date can be collected on the PK CRF using the date (PCDAT) field."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","6","PCPERF","PK Sampling Performed","An indication of whether PK samples were collected","Were PK samples collected?","Collected","Char","O","Indicate whether all of the PK samples in this group were collected.","PCSTAT","This does not map directly to an SDTMIG variable. May be used to derive a value into the SDTMIG variable PCSTAT. If PCPERF=""N"", the value of PCSTAT will be ""NOT DONE"". If PCPERF=""Y"", PCSTAT should be null. PCTEST and PCTESTCD must reflect what tests were not done. A combination of SDTMIG variables (e.g., PCCAT and PCSCAT, PCTPT) is used to indicate that multiple tests were not done. In this situation, the SDTMIG variable PCTESTCD would be populated as PCALL and an appropriate test name (PCTEST) provided. See SDTMIG for additional information.","C66742","NY","This general prompt question is used as a data management tool to verify that missing results are confirmed missing. This may be implemented at form level or sample level. These may be all samples of a particular type, or all samples taken for some purpose, and may need to be identified by the organization of the data on the form. Each sample collected could result in 1 or more tests performed, so there can be a one-to-one or one-to-many relationship between samples and tests/results."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","7","PCREASND","PK Sampling Reason Not Done","An explanation for why the data are not available","What was the reason the PK sample was not collected?","Reason Not Collected","Char","O","Provide the reason why a PK sample was not collected.","PCREASND","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","The reason the data are not available may be chosen from a sponsor-defined list (e.g., broken equipment, subject refused) or entered as free text. When PCREASND is used, the SDTMIG variable PCSTAT should also be populated in the SDTM-based dataset."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","8","PCDAT","PK Sample Collection Date","The date of PK sample collection or the start date of PK sample collection over a period of time (protocol-defined time-point range), represented in an unambiguous date format (e.g., DD-MON-YYYY)","What was the date of the PK sample collection?","Collection Date","Char","HR","Record the date when PK sample collection occurred using this format (DD-MON-YYYY). If left blank, ""PCDATFL"" for this specimen must be populated (or ""PCPERF"" must be flagged to indicate this sample was not collected).","PCDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PCDTC in ISO 8601 format.","","","A complete date is expected. The SDTMIG PCDTC variable contains either a date/time when a specimen is collected at a point in time or the start date/time, when a specimen is collected over time."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","9","PCTIM","PK Sample Collection Time","The time of PK sample collection or start time for a specimen collected over a period of time (protocol-defined time-point range), represented in an unambiguous time format (e.g., hh:mm:ss)","What was the start time of the PK sample collection?","Collection Start Time","Char","HR","Record start time of collection (as complete as possible).","PCDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PCDTC in ISO 8601 format.","","","A complete time is expected. In interval collection, start can be added as needed to the question text, prompt and CRF directions. The SDTMIG PCDTC variable contains either a date/time when a specimen is collected at a point in time or the start date/time, when a specimen is collected over time."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","10","PCENDAT","PK Sample Collection End Date","The end date of the specimen collection, represented in an unambiguous date format (e.g., DD-MON-YYYY)","What was the end date of the specimen collection?","(Collection) End Date","Char","HR","Record the date when PK sample collection stopped using this format (DD-MON-YYYY)","PCENDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable PCENDTC in ISO 8601 format.","","","The end date of specimen collection may be determined from the date of visit and, if so, a separate assessment date field is not required."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","11","PCENTIM","PK Sample Collection End Time","The end time of the specimen collection, represented in an unambiguous time format (e.g., hh:mm:ss)","What was the specimen collection end time?","(Collection) End Time","Char","HR","Record end time of collection (as complete as possible).","PCENDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH END DATE and TIME components and populate the SDTMIG variable PCENDTC in ISO 8601 format.","","","A complete end time is expected. The SDTMIG variable PCENDTC variable contains the end date/time, when a specimen is collected over time. If there is no end date/time, the SDTMIG variable PCENDTC should be null."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","12","PCTPT","PK Sampling Planned Time Point Name","A text description of planned time points when measurements should be taken, as defined in the protocol","What was the planned time point of the PK sample collection?","[Planned Time Point Name]","Char","R/C","Record the planned time-point labels for the PK sample collection, if not preprinted on the CRF. Note: Planned time points are often described as relative to the dosing of the study drug.","PCTPT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. See the SDTMIG for additional information on representing time points. The SDTMIG time-point anchors PCTPTREF (text description) and PCRFTDTC (date/time) may be needed, as well as SDTMIG variables PCTPTNUM, PCELTM.","","","Planned time points are needed to differentiate multiple sequential assessments. It is recommended that time points should be preprinted on the CRF rather than collected in a free-text field. If the form is laid out as a grid, then terms such as ""Planned Time Point"" can be included in the column heading."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","13","PCFAST","PK Sampling Fasting Status","An indication that the subject has abstained from food/water for the specified amount of time","Was the subject fasting?","Fasting","Char","R/C","Record whether the subject was fasting prior to the test being performed.","PCFAST","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C66742","NY","Results may be affected by whether the subject was fasting. Some study treatments may have a food effect, and it is important to know whether the dose was taken after the subject had fasted."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","14","PCCOND","PK Sampling Test Condition Met","Indication of whether the testing conditions defined in the protocol were met (e.g., low fat diet)","Were the protocol-defined testing conditions met?","Test Condition Met","Char","R/C","Record whether protocol-defined testing conditions were met.","QVAL","This does not map directly to an SDTMIG variable. This information could be submitted in a SUPPPC dataset as the value of SUPPPC.QVAL where SUPPPC.QNAM =""PCCOND"" and SUPP.PCLABEL= ""Test Condition Met"". Refer to the current SDTM and SDTMIG for instructions on placement of NSVs in SDTM domains.","C66742","NY","This information is collected when the test results may be affected by whether conditions for testing were properly met. The specific testing conditions required should be preprinted on the CRF (e.g., ""Did subject meet diet requirements?""). Examples: calorie fast, fluid fast, high-fat meal, low-fat meal, exercise. This may not be relevant for all tests."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","15","PCREFID","PK Sampling Reference ID","An internal or external identifier (e.g., specimen identifier)","What was the (PK) [reference identifier/accession number]?","(PK) [Reference Identifier/Accession Number]","Char","O","Record the specimen or accession number assigned.","PCREFID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.","","","This can be used to reconcile CRF data. May be included for linking back to specimens (e.g., Specimen ID)."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","16","PCSPEC","PK Sampling Specimen Type","The type of specimen used for a PK sample","What was the specimen (material) type?","Specimen Type","Char","HR","Record the specimen material type, if not preprinted on the CRF.","PCSPEC","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C78734","SPECTYPE","The type of specimen used for a measure. Should be collected if not available elsewhere, or if required to differentiate multiple specimens."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","17","PCTEST","PK Sampling Test Name","Descriptive name of the analyte or specimen characteristics used to obtain the PK measurement or finding","What was the test name?","[Test Name]","Char","O","Record the name of the measurement or finding, if not preprinted on the CRF. If collected on the CRF, the sponsor may provide additional instructions to ensure the data is entered as intended.","PCTEST; PCTESTCD","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. The SDTMIG variable PCTESTCD may be determined from the value collected in PCTEST. The SDTMIG variables PCTESTCD and PCTEST are required in the SDTM submission datasets. Use appropriate CDISC CT for the test and test code.","","","Sponsors typically collect tests related to the specimen characteristics on the CRF (e.g., Volume, pH). Results for tests on an analyte (e.g., Concentration) would typically be populated when the SDTM-based datasets are created. If analyte test results are collected on the CRF, the test would be the analyte name. It is recommended that test names be preprinted on the CRF rather than collected in a free-text field. If the form is laid out as a grid, then words such as ""Test"" can be included in the column heading."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","18","PCORRES","PK Sampling Result in Original Units","Result of the measurement or finding as originally received or collected","What was the result of the test?","(Result)","Char","O","Record the PK sampling test result.","PCORRES","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Both quantitative results and interpretive findings or summaries may be recorded here."
"CDASHIG v2.3","Findings","PC","PK Sample Collection over a Time Interval","19","PCORRESU","PK Sampling Original Units","The unit of the result as originally received or collected","What was the unit of the result?","Unit","Char","O","Record the PK sampling test result.","PCORRESU","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Both quantitative results and interpretive findings or summaries may be recorded here."
"CDASHIG v2.3","Findings","PE","PE-Traditional","1","STUDYID","Study Identifier","A unique identifier for a study.","What is the study identifier?","[Protocol/Study]","Char","HR",,"STUDYID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Although this field is not typically captured on a CRF, it should be displayed clearly on the CRF and/or in the EDC system. This field can be included in the database or populated during SDTM-based dataset creation before submission."
"CDASHIG v2.3","Findings","PE","PE-Traditional","2","SITEID","Study Site Identifier","A unique identifier for a site within a study.","What is the site identifier?","Site (Identifier)","Char","HR",,"SITEID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically pre-printed in the header of each CRF page for single-site studies. For studies with multiple sites, this field may be left blank so that the number can be recorded by the site, or it may be pre-printed on the CRFs that are shipped to each site. \n EDC: This should be pre-populated."
"CDASHIG v2.3","Findings","PE","PE-Traditional","3","SUBJID","Subject Identifier for the Study","A unique subject identifier within a site and a study.","What [is/was] the (study) [subject/participant] identifier?","[Subject/Participant] (Identifier)","Char","HR","Record the identifier for the subject.","SUBJID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Paper: This is typically recorded in the header of each CRF page. EDC: The subject identifiers may be system-generated. This CDASH variable is typically collected in all CDASH domains. However, this CDASH variable is populated only in the SDTMIG DM domain. For more information, refer to the SDTMIG."
"CDASHIG v2.3","Findings","PE","PE-Traditional","4","VISIT","Visit Name","The name of a clinical encounter that encompasses planned and unplanned trial interventions, procedures, and assessments that may be performed on a subject.","What is the visit name?","[Visit]","Char","R/C",,"VISIT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","The name of the clinical encounter is typically pre-printed or displayed within the EDC for any visit-based data collection, most often in Findings domains. This Visit text description is then available in any EDC data extract for that Findings domain."
"CDASHIG v2.3","Findings","PE","PE-Traditional","5","VISDAT","Visit Date","Date the clinical encounter occurred (or started).","What [is/was] the date of the visit?","(Visit) Date","Char","R/C","Record the [date/start date] of the visit using this format (DD-MON-YYYY).","","This field is not an SDTM variable. The date of a measurement, test, observation can be determined from the date/time of visit (VISDAT/VISTIM) and then concatenating the CDASH VISDAT/VISTIM components and populating the SDTMIG variable PEDTC in ISO 8601 format.","","","The date of the physical examination can be determined from the visit date variable (VISDAT) and applying that date to all of the physical examination findings at that visit, or the collection date can be included collected on the PE CRF using the date (PEDAT) field."
"CDASHIG v2.3","Findings","PE","PE-Traditional","6","PEPERF","Physical Examination Performed","An indication of whether a planned physical examination was performed.","Was the physical examination performed?","Physical Exam Performed","Char","O","If the physical examination was performed as planned, select Yes; otherwise, select No.","PESTAT","This does not map directly to an SDTMIG variable. May be used to derive a value into the SDTMIG variable PESTAT. If PEPERF=""N"" the value of PESTAT=""NOT DONE"". If PEPERF=""Y"", then the actual physical exam results would be reported by body system (see PERES). PECAT, PESCAT, PETEST and PETESTCD must reflect what tests were not done. If used for an entire CRF or other set of multiple tests with PECAT and PESCAT, PETESTCD=PEALL.","C66742","NY","This general prompt question is used as a data management tool to verify that missing results are confirmed missing. Used to ask if the physical exam was performed at the overall subject level at the specified time point. If this field is used, the result should only be mapped to PESTAT if the overall examination (at the subject level) was not performed. If the overall examination was performed, then the value of PESTAT would be null for each examined body systems and ""NOT DONE"" for any body systems not examined (see PERES)."
"CDASHIG v2.3","Findings","PE","PE-Traditional","7","PECAT","Category for Examination","A grouping of topic-variable values based on user-defined characteristics.","What was the category of the physical examination?","[PE Category]; NULL","Char","O","Select the physical examination category, or record if not pre-printed on the CRF.","PECAT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Sponsor-defined controlled terminology. The CRF can capture different types of physical exams using PECAT (e.g., GENERAL, OPHTHAMOLOGIC, NEUROLOGICAL). This may be pre-printed on the CRF. If PECAT is not collected (e.g., it is evident from the protocol design), it could be populated when creating SDTM-based datasets."
"CDASHIG v2.3","Findings","PE","PE-Traditional","8","PESCAT","Subcategory for Examination","A sub-division of the PECAT values based on user-defined characteristics.","What was subcategory of the physical examination?","[PE Subcategory]; NULL","Char","O","Select the physical examination subcategory, or record if not pre-printed on the CRF.","PESCAT","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Sponsor-defined controlled terminology. The CRF can capture the different subtypes of PE categories using PESCAT. This may be pre-printed on the CRF. If PESCAT is not collected (e.g. it is evident from the protocol design), it could be populated when creating SDTM-based datasets. PESCAT can only be used if there is a PECAT, and it must be a subcategorization of PECAT."
"CDASHIG v2.3","Findings","PE","PE-Traditional","9","PEDAT","Physical Examination Date","The date when the physical examination was performed, represented in an unambiguous date format (e.g., DD-MON-YYYY).","What was the date of the physical examination?","Exam Date","Char","R/C","Record complete date of examination using this format (DD-MON-YYYY).","PEDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PEDTC in ISO 8601 format.","","","The date of examination may be determined from the date of the visit (VISDAT); if so, a separate assessment date field is not required."
"CDASHIG v2.3","Findings","PE","PE-Traditional","10","PETIM","Physical Examination Time","The time of examination, represented in an unambiguous time format (e.g., hh:mm:ss).","What was the time of the physical examination?","Exam Time","Char","O","Record the time of examination (as complete as possible).","PEDTC","This does not map directly to an SDTMIG variable. For the SDTM submission dataset, concatenate all collected CDASH DATE and TIME components and populate the SDTMIG variable PEDTC in ISO 8601 format.","","","Collect time if it is relevant for the analysis."
"CDASHIG v2.3","Findings","PE","PE-Traditional","11","PESPID","Physical Exam Sponsor-Defined Identifier","A sponsor-defined identifier. In CDASH, this is typically used for pre-printed or auto-generated numbers on the CRF, or any other type of identifier that does not already have a defined CDASH identifier field.","[Sponsor-defined question]","[Sponsor defined]","Char","O","If collected on the CRF, the sponsor may insert instructions to ensure each record has a unique identifier.","PESPID","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. May be used to create RELREC to link this record with a record in another domain.","","","Because SPID is a sponsor-defined identifier, conformance to Question Text or Item Prompt is not applicable. Typically used as an identifier in a data query to communicate clearly to the site the specific record in question or to reconcile data. May be used to record pre-printed number (e.g. line number, record number) on the CRF. This field may be populated by the sponsor's data collection system."
"CDASHIG v2.3","Findings","PE","PE-Traditional","12","PETEST","Body System Examined","Name of the body system.","What was the body system examined?","[Body System]","Char","HR","Per protocol, perform physical examinations of specified body systems.","PETEST; PETESTCD","Maps directly to the SDTMIG variable listed in the SDTMIG Target column. The SDTMIG variable PETESTCD may be determined from the value collected in PETEST.","","","Sponsors should preprint all body systems to be examined on the CRF. The use of a complete list of body systems eliminates the need for an Other, Specify category; any abnormalities identified would fall under 1 of the specified categories. If the form is laid out as a grid, then words such as ""Body System"" can be included in the column heading."
"CDASHIG v2.3","Findings","PE","PE-Traditional","13","PERES","Physical Exam Verbatim Finding","Overall assessment of examined body system.","Were the results normal, abnormal, or not done?","(Result)","Char","HR","Indicate the overall assessment for each exam category/body system listed.","PEORRES","This does not map directly to an SDTMIG variable. May be used to populate a value into the SDTMIG variable PEORRES. If PERES=""Normal"", populate PEORRES with the value of PERES. If PERES=""Abnormal"", populate PEORRES with the value of PEDESC.","","","If the examined body system is normal, then the value in PEORRES should be ""NORMAL"". If the body system is not examined, then the value in PEORRES should be Null and the value in PESTAT should be ""NOT DONE"". If the examined body system is abnormal, then the value of PEORRES should contain the text of the abnormal findings (PEDESC). If the sponsor's data collection system allows for up-front recording of the abnormality and status using a single variable, then the SDTM variable name PEORRES may be used in place of CDASH variable names PERES and PEDESC. When creating SDTM-based datasets, PESTRESC is the standardized value for PEORRES and is populated for any record where PEORRES is not null. If the abnormal findings are coded using a dictionary, then PESTRESC should be the dictionary preferred term; if not coded, PEORRES."
"CDASHIG v2.3","Findings","PE","PE-Traditional","14","PEDESC","Physical Exam Abnormal Findings","Text description of any abnormal findings.","If the result was abnormal, what were the findings?","Abnormal Findings","Char","HR","Record all abnormal findings for the given body system in the space provided.","PEORRES","This does not map directly to an SDTMIG variable. May be used to populate a value into the SDTMIG variable PEORRES. If PERES=""Normal"", populate PEORRES with the value of PERES. If PERES=""Abnormal"", populate PEORRES with the value of PEDESC.","","","If the examined body system is normal, then the value in PEORRES should be ""NORMAL"". If the body system is not examined, then the value in PEORRES should be Null and the value in PESTAT should be ""NOT DONE"". If the examined body system is abnormal, then the value of PEORRES should contain the text of the abnormal findings (PEDESC). If the sponsor's data collection system allows for up-front recording of the abnormality and status using a single variable, then the SDTM variable name PEORRES may be used in place of CDASH variable names PERES and PEDESC."
"CDASHIG v2.3","Findings","PE","PE-Traditional","15","PECLSIG","Physical Exam Clinical Significance","An indication of whether the physical examination abnormality is clinically significant.","Was the physical examination result clinically significant?","Clinically Significant","Char","O","Was the physical examination result clinically significant? Select Yes or No.","","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C66742","NY","If this level of information is needed for reconciliation with adverse events, this field may be added to the CRF."
"CDASHIG v2.3","Findings","PE","PE-Traditional","16","PEEVAL","Physical Exam Evaluator","The role of the person who provided the evaluation.","Who was the evaluator?","[Evaluator/Reporter]","Char","O","Select the role of the person who provided the evaluation (e.g., INVESTIGATOR, ADJUDICATION COMMITTEE, VENDOR).","PEEVAL","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","C78735","EVAL","Used only for results that are subjective (e.g., assigned by a person or a group). May be pre-printed or collected. Sponsors may collect the data using a subset list of controlled terminology on the CRF."
"CDASHIG v2.3","Findings","PE","PE-Traditional","17","PEREASND","Physical Exam Reason Not Examined","An explanation of why the data are not available.","What is the reason that data were not collected?","Reason Not Done","Char","O","Provide the reason the assessment was not done.","PEREASND","Maps directly to the SDTMIG variable listed in the SDTMIG Target column.","","","Captures the reason why the measurement or test was not done. The reason may be chosen from a sponsor-defined list (e.g., broken equipment, subject refused) or entered as free text."
